899.0,198.0
998.0,322.0
994.0,218.0
905.0,79.0
1092.0,470.0
1102.0,396.0
932.0,202.0
1071.0,538.0
985.0,220.0
1132.0,486.0
1174.0,527.0
873.0,152.0
852.0,67.0
1044.0,310.0
1126.0,447.0
884.0,84.0
1076.0,377.0
908.0,102.0
981.0,218.0
1041.0,295.0
931.0,152.0
1250.0,598.0
1176.0,598.0
916.0,106.0
1248.0,638.0
1029.0,202.0
1113.0,530.0
1095.0,461.0
924.0,160.0
992.0,244.0
1012.0,342.0
882.0,92.0
894.0,85.0
1112.0,470.0
1423.0,972.0
1168.0,482.0
1049.0,352.0
1102.0,399.0
977.0,233.0
1069.0,339.0
1064.0,387.0
1143.0,476.0
994.0,316.0
892.0,89.0
979.0,300.0
1082.0,430.0
932.0,174.0
824.0,73.0
886.0,125.0
1168.0,557.0
1020.0,297.0
1019.0,265.0
1005.0,299.0
977.0,302.0
1142.0,476.0
1007.0,351.0
1076.0,354.0
1130.0,589.0
1036.0,296.0
1047.0,448.0
914.0,129.0
1103.0,539.0
988.0,209.0
935.0,105.0
996.0,228.0
1143.0,484.0
1097.0,478.0
1032.0,290.0
1094.0,432.0
1024.0,416.0
1029.0,312.0
947.0,217.0
1273.0,635.0
1036.0,318.0
1129.0,484.0
1223.0,625.0
958.0,165.0
1123.0,524.0
1146.0,592.0
968.0,288.0
896.0,108.0
1229.0,574.0
1234.0,581.0
1064.0,281.0
993.0,189.0
1059.0,420.0
1028.0,257.0
1176.0,625.0
1135.0,512.0
971.0,171.0
944.0,212.0
1138.0,495.0
1046.0,348.0
1052.0,397.0
913.0,104.0
979.0,265.0
910.0,103.0
988.0,273.0
991.0,271.0
965.0,166.0
1001.0,287.0
1197.0,485.0
1105.0,521.0
