947.0,161.0
857.0,49.0
851.0,88.0
1033.0,242.0
834.0,56.0
874.0,69.0
867.0,74.0
944.0,186.0
886.0,69.0
952.0,115.0
989.0,262.0
936.0,135.0
955.0,144.0
867.0,55.0
931.0,112.0
879.0,179.0
907.0,67.0
934.0,102.0
874.0,91.0
925.0,108.0
953.0,130.0
934.0,176.0
864.0,48.0
952.0,164.0
937.0,174.0
874.0,80.0
894.0,71.0
866.0,74.0
888.0,75.0
851.0,64.0
930.0,97.0
864.0,78.0
930.0,160.0
860.0,59.0
911.0,98.0
953.0,129.0
911.0,104.0
962.0,180.0
895.0,90.0
952.0,163.0
914.0,137.0
894.0,73.0
833.0,61.0
905.0,113.0
936.0,179.0
906.0,100.0
954.0,207.0
847.0,70.0
968.0,230.0
952.0,137.0
938.0,151.0
1061.0,326.0
910.0,106.0
856.0,77.0
910.0,135.0
911.0,99.0
910.0,87.0
915.0,88.0
859.0,53.0
886.0,74.0
849.0,71.0
907.0,107.0
930.0,164.0
886.0,80.0
905.0,98.0
959.0,132.0
926.0,136.0
828.0,75.0
934.0,111.0
935.0,175.0
944.0,170.0
922.0,185.0
894.0,152.0
875.0,68.0
1060.0,316.0
974.0,191.0
909.0,193.0
931.0,98.0
837.0,60.0
888.0,80.0
895.0,82.0
899.0,154.0
906.0,77.0
970.0,224.0
942.0,178.0
924.0,150.0
877.0,73.0
828.0,60.0
818.0,53.0
886.0,95.0
935.0,114.0
898.0,107.0
865.0,63.0
879.0,80.0
887.0,70.0
873.0,55.0
880.0,77.0
927.0,171.0
851.0,64.0
909.0,117.0
